"job_id","days_since_posted","open_position","company_name","job_type","job_location","min_salary","max_salary","midpoint_salary","job_spec","job_function","job_industry","industry_name"
"2232","20","SPV E-Commerce / Marketplace Specialist","PT Yong Xiang Media Indonesia","Full Time","Jakarta Barat","7000000.0","10000000.0","8500000.0","Pemasaran Digital & Pencarian","Pemasaran","Pemasaran & Komunikasi",""
"2233","20","Accounting","PT Mitra Swastika Jaya","Full Time","Jakarta Selatan","","","","Akuntansi & Pelaporan Finansial","Akunting","Akuntansi",""
"2234","20","Staff Keuangan","Medikasih","Full Time","Jakarta Timur","","","","Akuntansi & Pelaporan Finansial","Akunting","Akuntansi",""
"2235","20","Internal Audit For IT Group Company, Holding & Subsidary","PT Harrisma Informatika Jaya","Full Time","Jakarta Barat","15000000.0","20000000.0","17500000.0","Audit – Internal","Akunting","Akuntansi",""
"2236","20","Sales Project - Video Wall / Tron, IFP, Smart & Digital Signage Display Product","PT Harrisma Informatika Jaya","Full Time","Jakarta Barat","12000000.0","18000000.0","15000000.0","Manajemen Akun & Relasi","Manajemen","Penjualan",""
"2237","20","Technical Consultant / Developer Apex - Salesforce CRM Software & Application","PT Harrisma Informatika Jaya","Full Time","Jakarta Barat","18000000.0","25000000.0","21500000.0","Developer/Programmer","Desain","Teknologi Informasi & Komunikasi","Teknologi"
"2238","20","Accounting Staff","PT GLOBAL DISTRIBUTION PARTNER","Full Time","Jakarta Utara","","","","Pegawai/Staf Akuntansi","Akunting","Akuntansi",""
"2239","20","Senior Business Analyst (Head Office)","PT Lippo Malls Indonesia","Full Time","Jakarta Barat","","","","Analis Bisnis/Sistem","Analitik","Teknologi Informasi & Komunikasi","Teknologi"
"2240","20","System Analyst & QA Lead","PT Mid Solusi Nusantara (MEKARI)","Full Time","Jakarta Raya","","","","Analis Bisnis/Sistem","Analitik","Teknologi Informasi & Komunikasi","Teknologi"
"2241","20","Business Intelligence Intern (Next Level Internship)","PT Mid Solusi Nusantara (MEKARI)","Kontrak/Temporer","Jakarta Raya","","","","Matematika, Statistik & Teknik Informasi","Sains","Sains & Teknologi","Teknologi"
"2242","20","Data Product Manager","PT Mid Solusi Nusantara (MEKARI)","Full Time","Jakarta Raya","","","","Analis Bisnis/Sistem","Analitik","Teknologi Informasi & Komunikasi","Teknologi"
"2243","20","Analyst - Assoc Consultant, HE Modeling, Real World Solutions","IQVIA","Full Time","Jakarta Raya","","","","Jasa Laboratorium & Teknis","Teknik","Sains & Teknologi","Teknologi"
"2244","20","Assistant Marketing Director","PT. Kaliabang Jaya Pratama","Kontrak/Temporer","Jakarta Barat","10000000.0","15000000.0","12500000.0","","","",""
"2245","20","Full-Stack Web Developer (React/ Webapp | Full Remote, Freelance → Full Time)","AMI Financial Solutions","Paruh Waktu","Jakarta Raya","","","","Pengembangan & Produksi Web","Teknologi Informasi","Teknologi Informasi & Komunikasi","Teknologi"
"2246","20","Digital Transformation Engineer","PT Etana Biotechnologies Indonesia","Full Time","Jakarta Timur","","","","Manajemen Program & Proyek","Manajemen","Teknologi Informasi & Komunikasi","Teknologi"
"2247","20","Wakil Kepala Produksi","PT Laris Chandra","Full Time","Jakarta Barat","","","","Produksi, Perencanaan & Penjadwalan","Teknik","Manufaktur, Transportasi & Logistik","Logistik"
"2248","20","Lead Software Engineer - Java","CSG International Sdn. Bhd.","Full Time","Jakarta Raya","","","","Developer/Programmer","Desain","Teknologi Informasi & Komunikasi","Teknologi"
"2249","20","Area Sales Manager - Batam","PT Beiersdorf Indonesia","Full Time","Jakarta Raya","","","","Manajemen – Area/Multi-lokasi","Manajemen","Ritel & Produk Konsumen","Ritel"
"2250","20","E-Commerce Business Manager - Digital Teknova Indonesia (DTI)","PT Kapal Api Global","Full Time","Jakarta Pusat","","","","Pemasaran Digital & Pencarian","Pemasaran","Pemasaran & Komunikasi",""
"2251","20","Finance","Neuron Teknologi Indonesia","Full Time","Jakarta Selatan","","","","Akuntansi & Pelaporan Finansial","Akunting","Akuntansi",""
"2252","20","System Engineer (Cloudera)","PT Graha Karya Informasi","Full Time","Jakarta Raya","7000000.0","8700000.0","7850000.0","Administrasi Jaringan & Sistem","Teknologi Informasi","Teknologi Informasi & Komunikasi","Teknologi"
"2253","20","Project Manager (Data Center)","PT Bureau Veritas Indonesia","Kontrak/Temporer","Jakarta Raya","","","","Manajemen Proyek","Manajemen","Konstruksi","Konstruksi"
"2254","20","Remote Analyst","Recruit.Com.Sg Pte. Ltd.","Full Time","Jarak jauh","10600000.0","","","Analisis & Pelaporan","Analitik","Perbankan & Layanan Finansial","Perbankan"
"2255","20","MEP Manager (Data Center)","PT Bureau Veritas Indonesia","Kontrak/Temporer","Jakarta Raya","","","","Manajemen Proyek","Manajemen","Konstruksi","Konstruksi"
"2256","20","Content Strategist – Brit On!","Briton English Education","Full Time","Jakarta Raya","","","","Desain Grafis","Desain","Desain & Arsitektur","Konstruksi"
"2257","20","Senior Fullstack Engineer","PT. Bina Usaha Raya (UMKMall)","Full Time","Jakarta Pusat","","","","Developer/Programmer","Desain","Teknologi Informasi & Komunikasi","Teknologi"
"2258","20","Finance, Accounting & Tax Manager","PT Limin Marine & Offshore","Kontrak/Temporer","Jakarta Selatan","","","","Akuntansi & Pelaporan Finansial","Akunting","Akuntansi",""
"2259","20","Frontend Engineer (Full-time)","Kataai","Full Time","Jakarta Pusat","","","","Developer/Programmer","Desain","Teknologi Informasi & Komunikasi","Teknologi"
"2260","20","Data Engineer (Full-time)","Kataai","Full Time","Jakarta Pusat","","","","Teknik – Perangkat Lunak","Teknik","Teknologi Informasi & Komunikasi","Teknologi"
"2261","20","Backend Engineer (Full-time)","Kataai","Full Time","Jakarta Pusat","","","","Developer/Programmer","Desain","Teknologi Informasi & Komunikasi","Teknologi"
"2262","20","AI Engineer (Full-time)","Kataai","Full Time","Jakarta Pusat","","","","Developer/Programmer","Desain","Teknologi Informasi & Komunikasi","Teknologi"
"2263","20","HC & GA Officer","PT Golden Great Borneo","Full Time","Jakarta Utara","","","","Konsultasi & HR Umum","Konsulting","Sumber Daya Manusia & Perekrutan",""
"2264","20","HRBP Specialist","PT. PERMATA AGRO PERSADA","Full Time","Jakarta Raya","","","","Konsultasi & HR Umum","Konsulting","Sumber Daya Manusia & Perekrutan",""
"2265","20","PERFORMANCE ANALYSIS MANAGER","Pengiklan Anonim","Full Time","Jakarta Raya","","","","Akuntansi Manajemen & Anggaran","Akunting","Akuntansi",""
"2266","20","PA BOC (Bank Relation)","PT Duta Agro Makmur Indah","Full Time","Jakarta Utara","","","","Perbankan – Korporasi & Institusi","Perbankan","Perbankan & Layanan Finansial","Perbankan"
"2267","20","Staff-SMB Sales","Indosat Ooredoo","Full Time","Jakarta Raya","","","","Perwakilan/Konsultan Penjualan","Penjualan","Penjualan",""
"2268","20","Human Capital Development","PT. TRANSNOVASI BANGUN PERSADA","Kontrak/Temporer","Jakarta Timur","","","","Konsultasi & HR Umum","Konsulting","Sumber Daya Manusia & Perekrutan",""
"2269","20","Sales & Operation Planning (S&OP) Analyst","Cimory Group","Full Time","Jakarta Raya","","","","Produksi, Perencanaan & Penjadwalan","Teknik","Manufaktur, Transportasi & Logistik","Logistik"
"2270","20","Trainer Supervisor","PT PUSAT GADAI INDONESIA","Full Time","Jakarta Barat","","","","Pelatihan & Pengembangan","Sumber Daya Manusia","Sumber Daya Manusia & Perekrutan",""
"2271","20","Senior E-Commerce Specialist","PT. CitraDimensi Arthali (""CEDEA"")","Full Time","Jakarta Raya","","","","Pengembangan Bisnis Baru","Penjualan","Penjualan",""
"2272","20","Costing Manager","PT ABC President Indonesia","Full Time","Jakarta Selatan","","","","Akuntansi Biaya","Akunting","Akuntansi",""
"2273","20","Taxation","PT. Lunar Global Expressindo","Full Time","Jakarta Raya","","","","Perpajakan","Akunting","Akuntansi",""
"2274","21","OPERASIONAL STAFF","BINTANG SAMUDERA MANDIRI LINES,PT","Full Time","Jakarta Selatan","","","","Manajemen Armada","Manajemen","Manufaktur, Transportasi & Logistik","Logistik"
"2275","21","Modern Trade Outlet (MTO) Administration Staff","PT Catur Sentosa Adiprana Tbk","Full Time","Jakarta Barat","","","","Asisten Administratif","Administratif","Administrasi & Dukungan Perkantoran",""
"2276","21","Staff Quality Management System","PT Tiga Pilar Familia","Full Time","Jakarta Utara","5000000.0","6200000.0","5600000.0","","","",""
"2277","21","Accountant","PT Tasblock Industry Indonesia","Kasual","Jakarta Raya","","","","Akuntansi & Pelaporan Finansial","Akunting","Akuntansi",""
"2278","21","Admin (Magang)","PT Batanghari Manunggaljaya","Full Time","Jakarta Barat","","","","Asisten Administratif","Administratif","Administrasi & Dukungan Perkantoran",""
"2279","21","Travel Assistant / CS Travel Umrah & Haji","PT Dream Tour And Travel","Full Time","Jakarta Pusat","5000000.0","5500000.0","5250000.0","Agen/Konsultan Perjalanan","Administratif","Hospitaliti & Pariwisata","Hospitaliti"
"2280","21","HRD Manager","PT Sinde Budi Sentosa","Full Time","Jakarta Utara","","","","Konsultasi & HR Umum","Konsulting","Sumber Daya Manusia & Perekrutan",""
"2281","21","Accounting Tax Staff","PT Patria Nusasegara","Full Time","Jakarta Utara","","","","Akuntansi & Pelaporan Finansial","Akunting","Akuntansi",""
"2282","21","Staff General Affairs","PT Aplus Pacific","Full Time","Jakarta Barat","","","","Konsultasi & HR Umum","Konsulting","Sumber Daya Manusia & Perekrutan",""
"2283","21","Digital Marketing Admin (KOL & Affiliate)","PT SARAH COSMETICS","Full Time","Jakarta Timur","5000000.0","6000000.0","5500000.0","Pemasaran Digital & Pencarian","Pemasaran","Pemasaran & Komunikasi",""
"2284","21","Product Owner Tester","PT Swadharma Duta Data","Full Time","Jakarta Raya","","","","Uji Coba & Penjaminan Mutu","Teknologi Informasi","Teknologi Informasi & Komunikasi","Teknologi"
"2285","21","Head of Growth & Creative Agency","PT Sentosa Bersama Mitra","Full Time","Jakarta Selatan","","","","Manajemen Akun Agensi","Manajemen","Periklanan, Seni & Media","Media"
"2286","21","PA (Mandarin Speaker)","PT WOBN TECHNOLOGY INDONESIA","Full Time","Jakarta Utara","15000000.0","20000000.0","17500000.0","Asisten Pribadi, Asisten Eksekutif & Sekretarial","Administratif","Administrasi & Dukungan Perkantoran",""
"2287","21","Personal Assistant","Pengiklan Anonim","Full Time","Jakarta Raya","","","","Asisten Pribadi, Asisten Eksekutif & Sekretarial","Administratif","Administrasi & Dukungan Perkantoran",""
"2288","21","Secretary of Commissioner","TLab","Kontrak/Temporer","Jakarta Raya","","","","Asisten Pribadi, Asisten Eksekutif & Sekretarial","Administratif","Administrasi & Dukungan Perkantoran",""
"2289","21","Asisten Apoteker","Royal Progress Hospital","Kontrak/Temporer","Jakarta Utara","","","","Farmasi","Kesehatan","Kesehatan & Medis","Kesehatan"
"2290","21","Inspektor Mobil","PT Autopedia Sukses Lestari Tbk.","Kontrak/Temporer","Jakarta Raya","","","","Teknik Otomotif","Teknik","Teknik",""
"2291","21","Accounting Finance Staff","PT Win Access Telecommunication","Full Time","Jakarta Raya","6500000.0","9000000.0","7750000.0","Akuntansi & Pelaporan Finansial","Akunting","Akuntansi",""
"2292","21","ADMIN GENERAL","PT Andalan Gemilang Makmur","Kontrak/Temporer","Jakarta Timur","","","","Asisten Administratif","Administratif","Administrasi & Dukungan Perkantoran",""
"2293","21","Software Test Engineer","PT Petrolink Services Indonesia","Kontrak/Temporer","Jakarta Raya","","","","Uji Coba & Penjaminan Mutu","Teknologi Informasi","Teknologi Informasi & Komunikasi","Teknologi"
"2294","21","IT STAFF","PT Hyper Mega Shipping","Kasual","Jakarta Raya","","","","Developer/Programmer","Desain","Teknologi Informasi & Komunikasi","Teknologi"
"2295","21","Service Advisor","PT Bumen Redja Abadi - Member Of   NEW ARMADA GROUP","Full Time","Jakarta Raya","","","","Layanan Konsumen – Berhadapan dengan Konsumen","Layanan Konsumen","Call Center & Layanan Konsumen","Hubungan Konsumen"
"2296","21","Web Developer","PT Petrolink Services Indonesia","Kontrak/Temporer","Jakarta Raya","","","","Developer/Programmer","Desain","Teknologi Informasi & Komunikasi","Teknologi"
"2297","21","CS Admin Staff","PT Hyper Mega Shipping","Full Time","Jakarta Pusat","","","","Asisten Administratif","Administratif","Administrasi & Dukungan Perkantoran",""
"2298","21","STAFF ADMINISTRASI","PT SUPER GADAI INDONESIA","Full Time","Jakarta Timur","","","","Asisten Administratif","Administratif","Administrasi & Dukungan Perkantoran",""
"2299","21","Quality Claims & Documentation Officer","PT Fajar Lestari Sejati","Full Time","Jakarta Barat","5900000.0","7000000.0","6450000.0","Penjaminan & Kontrol Mutu","Teknologi Informasi","Sains & Teknologi","Teknologi"
"2300","21","Business Analyst Manager (Core Banking)","SUNLINE TECHNOLOGY INDONESIA","Full Time","Jakarta Selatan","","","","Analis Bisnis/Sistem","Analitik","Teknologi Informasi & Komunikasi","Teknologi"
"2301","21","GENERAL MANAGER (F&B)","PT Petgo Bastian","Full Time","Jakarta Raya","","","","Manajemen","Manajemen","Hospitaliti & Pariwisata","Hospitaliti"
"2302","21","Operational Manager – Tour & Travel","PT Altros Teknologi","Full Time","Jakarta Utara","","","","Agen/Konsultan Perjalanan","Administratif","Hospitaliti & Pariwisata","Hospitaliti"
"2303","21","SAP ABAP","PT 360 TEKNOLOGI INDONESIA","Kontrak/Temporer","Jakarta Raya","","","","Developer/Programmer","Desain","Teknologi Informasi & Komunikasi","Teknologi"
"2304","21","Adminstrasi","PT Mitra Swastika Jaya","Full Time","Jakarta Selatan","","","","Administrasi Klien & Penjualan","Administratif","Administrasi & Dukungan Perkantoran",""
"2305","21","Senior DevOps Engineer","Tetra Data Teknologi","Kontrak/Temporer","Jakarta Pusat","10000000.0","15000000.0","12500000.0","Teknik – Perangkat Lunak","Teknik","Teknologi Informasi & Komunikasi","Teknologi"
"2306","21","Sales Administration Staff","PT. Indomak Kitacipta Karya","Full Time","Jakarta Utara","","","","Asisten Administratif","Administratif","Administrasi & Dukungan Perkantoran",""
"2307","21","Teknisi Warehouse Jakarta","PT Rajawali Berdikari Indonesia","Full Time","Jakarta Raya","","","","Pergudangan, Penyimpanan & Distribusi","Logistik","Manufaktur, Transportasi & Logistik","Logistik"
"2308","21","Business Operations Officer","PT Genuine Kim Indonesia","Full Time","Jakarta Selatan","6000000.0","7000000.0","6500000.0","","","",""
"2309","21","Key Account Executive","PT. ALPEN FOOD INDUSTRY","Full Time","Jakarta Utara","","","","Manajemen Akun & Relasi","Manajemen","Penjualan",""
"2310","21","Marketing Data Analyst","PT Atlas Petrochem Indo","Full Time","Jakarta Raya","","","","Pemasaran Langsung & CRM","Pemasaran","Pemasaran & Komunikasi",""
"2311","21","Principal Software Developer (Freelance On-Site)","PT Japfa Comfeed Indonesia, Tbk","Kontrak/Temporer","Jakarta Selatan","","","","Developer/Programmer","Desain","Teknologi Informasi & Komunikasi","Teknologi"
"2312","21","Product Manager","PT Mitra Solusi Lelang","Full Time","Jakarta Selatan","","","","Manajemen & Pengembangan Produk","Manajemen","Teknologi Informasi & Komunikasi","Teknologi"
"2313","21","General Affairs & Finance Staff (Contract with Permanent Opportunity)","KAZOO","Kontrak/Temporer","Jakarta Pusat","","","","Akuntansi & Pelaporan Finansial","Akunting","Akuntansi",""
"2314","21","Human Capital Business Partner","PT Mandiri Tunas Finance","Full Time","Jakarta Raya","","","","Hubungan Industri & Pegawai","Sumber Daya Manusia","Sumber Daya Manusia & Perekrutan",""
"2315","21","Head of Operation (Commercial & Subsidized Housing)","Pengiklan Anonim","Full Time","Jakarta Raya","","","","Manajer Umum/Unit Bisnis","Manajemen","CEO & Manajemen Umum",""
"2316","21","Sales Admin","PT. Mideli Makmur Jaya (Shigeru)","Kontrak/Temporer","Jakarta Utara","","","","Administrasi Klien & Penjualan","Administratif","Administrasi & Dukungan Perkantoran",""
"2317","21","Manajer HRD & Legal Officer","PT. Lyus Jaya Sentosa","Full Time","Jakarta Timur","8000000.0","10000000.0","9000000.0","Konsultasi & HR Umum","Konsulting","Sumber Daya Manusia & Perekrutan",""
"2318","21","EBS Business Development Analyst","PT ACCENTUATES","Full Time","Jakarta Raya","7000000.0","9000000.0","8000000.0","Analisis & Pelaporan","Analitik","Penjualan",""
"2319","21","QA Compliance Officer","Pharma Metric Labs","Full Time","Jakarta Timur","","","","Farmasi","Kesehatan","Kesehatan & Medis","Kesehatan"
"2320","21","Branch Manager","PT. CANTIK PUTIH INDONESIA","Full Time","Jakarta Pusat","14000000.0","15000000.0","14500000.0","Manajemen","Manajemen","Penjualan",""
"2321","21","Senior Financial Planning & Analyst Specialist","GRATYO Global Awards Winning Business Coaching Company","Full Time","Jakarta Utara","18000000.0","25000000.0","21500000.0","Analisis & Pelaporan","Analitik","Akuntansi",""
"2322","21","E-Commerce Manager (Assistant manager)","PT Sunup Health Care","Full Time","Jakarta Barat","15000000.0","20000000.0","17500000.0","Manajemen – Departemen/Asisten","Manajemen","Ritel & Produk Konsumen","Ritel"
"2323","21","Admin Produksi","PT Samudra Maha Estetika","Kontrak/Temporer","Jakarta Pusat","","","","Manajemen Catatan & Kontrol Dokumen","Manajemen","Administrasi & Dukungan Perkantoran",""
"2324","21","Data Infrastructure","PT Allo Bank Indonesia, Tbk","Full Time","Jakarta Raya","","","","Administrasi Jaringan & Sistem","Teknologi Informasi","Teknologi Informasi & Komunikasi","Teknologi"
