"job_id","days_since_posted","open_position","company_name","job_type","job_location","min_salary","max_salary","midpoint_salary","job_spec","job_function","job_industry","industry_name"
"2078","18","Admin Body Repair","MAS Group","Kontrak/Temporer","Jakarta Raya","","","","Asisten Administratif","Administratif","Administrasi & Dukungan Perkantoran",""
"2079","18","Purchasing Staff (Retail Fashion)","Pengiklan Anonim","Full Time","Jakarta Utara","","","","Pembelian, Pengadaan & Inventaris","Administratif","Manufaktur, Transportasi & Logistik","Logistik"
"2080","18","Product Supervisor","Asaba Group","Full Time","Jakarta Raya","","","","Manajemen & Pengembangan Produk","Manajemen","Pemasaran & Komunikasi",""
"2081","18","Customer Retention Canvassing Kalideres","PT Astra Sedaya finance (Astra Credit Companies)","Kontrak/Temporer","Jakarta Barat","","","","Layanan Konsumen – Call Center","Layanan Konsumen","Call Center & Layanan Konsumen","Hubungan Konsumen"
"2082","18","Procurement Officer - Direct Materials","PT Nufarm Indonesia","Full Time","Jakarta Raya","","","","Pembelian, Pengadaan & Inventaris","Administratif","Manufaktur, Transportasi & Logistik","Logistik"
"2083","18","Sales EDC BukuWarung - Kepulauan Seribu","BukuWarung","Kontrak/Temporer","Kepulauan Seribu","","","","Perwakilan/Konsultan Penjualan","Penjualan","Penjualan",""
"2084","18","Finance Internship","PT Shape-Up Indonesia","Kontrak/Temporer","Jakarta Selatan","","","","","","",""
"2085","18","Sales Representatif","PT.TOYOSINDO","Full Time","Jakarta Utara","4500000.0","5000000.0","4750000.0","Perwakilan/Konsultan Penjualan","Penjualan","Penjualan",""
"2086","18","Operation Support Intern","JD.COM.INC","Full Time","Jakarta Raya","3500000.0","","","Manajemen","Manajemen","Manufaktur, Transportasi & Logistik","Logistik"
"2087","18","Laravel Full Stack Software Developer","IMT TECH SDN. BHD.","Full Time","Jakarta Pusat","9000000.0","13000000.0","11000000.0","Developer/Programmer","Desain","Teknologi Informasi & Komunikasi","Teknologi"
"2088","18","Quality Management System Manager (QMS Manager)","PT Khong Guan Biscuit","Full Time","Jakarta Selatan","","","","Penjaminan & Kontrol Mutu","Teknologi Informasi","Manufaktur, Transportasi & Logistik","Logistik"
"2089","18","SALES AKUISISI MERCHANT","PT.Sinergi Performa Energi Cipta","Full Time","Jakarta Selatan","","","","Manajemen Akun & Relasi","Manajemen","Penjualan",""
"2090","18","Credit Analyst SME","PT Moladin Finance Indonesia","Full Time","Jakarta Selatan","","","","Analisis & Pelaporan","Analitik","Perbankan & Layanan Finansial","Perbankan"
"2091","18","AR Finance","PT Geotekindo","Full Time","Jakarta Utara","","","","Piutang Usaha/Pengendalian Kredit","Akunting","Akuntansi",""
"2092","18","IT Staff","PT AMPM Healthcare Indonesia","Full Time","Jakarta Utara","","","","Teknik – Perangkat Lunak","Teknik","Teknologi Informasi & Komunikasi","Teknologi"
"2093","18","Leader Telesles Officer","PT Provis Garuda Services","Full Time","Jakarta Raya","","","","Koordinator Penjualan","Penjualan","Penjualan",""
"2094","18","Admin Checker (PPJK)","PT Sinar Mulia Logistic","Full Time","Jakarta Barat","5800000.0","5850000.0","5825000.0","Impor/Ekspor & Pabean","Hukum","Manufaktur, Transportasi & Logistik","Logistik"
"2095","18","Quality Assurance (Manual/Automation)","PT Sinergi Daya Mitra","Kontrak/Temporer","Jakarta Raya","","","","Uji Coba & Penjaminan Mutu","Teknologi Informasi","Teknologi Informasi & Komunikasi","Teknologi"
"2096","18","Automation Test Engineer","PT Swadharma Duta Data","Full Time","Jakarta Pusat","5000000.0","7000000.0","6000000.0","Uji Coba & Penjaminan Mutu","Teknologi Informasi","Teknologi Informasi & Komunikasi","Teknologi"
"2097","18","IT Cybersecurity Team Lead","PT. Global Infotech Solution","Full Time","Jakarta Pusat","16000000.0","18000000.0","17000000.0","Pemimpin Tim","Manajemen","Teknologi Informasi & Komunikasi","Teknologi"
"2098","18","HSE / Safety Staff","PT SEI Consulting Jakarta","Full Time","Jakarta Raya","","","","Teknik Lingkungan","Teknik","Teknik",""
"2099","18","Front Office","PT Dian Bayu Tribuana","Full Time","Jakarta Raya","","","","Layanan Kantor Depan & Tamu","Administratif","Hospitaliti & Pariwisata","Hospitaliti"
"2100","18","Fleet Sales Supervisor","PT SGMW Motor Indonesia","Full Time","Jakarta Selatan","","","","Manajemen","Manajemen","Penjualan",""
"2101","18","Finance Supervisor (AR)","PT Metaphor Indonesia","Full Time","Jakarta Utara","","","","Akuntansi & Pelaporan Finansial","Akunting","Akuntansi",""
"2102","18","Strategic Project Management - Marketing","Shopee Internasional Indonesia","Full Time","Jakarta Raya","","","","Pemasaran Langsung & CRM","Pemasaran","Pemasaran & Komunikasi",""
"2103","18","Operator E-commerce TikTok Indonesia (TikTok Shop / Tokopedia)","PT GALAXY BINTANG ANGKASA","Full Time","Jakarta Barat","5900000.0","7000000.0","6450000.0","Pemasaran Digital & Pencarian","Pemasaran","Pemasaran & Komunikasi",""
"2104","18","Contract Management - Assistant Manager","PT Samsung SDS Global SCL Indonesia","Full Time","Jakarta Selatan","","","","Hukum Korporasi & Komersil","Sumber Daya Manusia","Hukum","Hukum"
"2105","18","Electrical Quality Control","PT Graha Usaha Teknik","Full Time","Jakarta Selatan","","","","Teknik Elektro/Elektronik","Teknik","Teknik",""
"2106","18","Dokumen Kontrol Sipil","PT Graha Usaha Teknik","Full Time","Jakarta Selatan","","","","Teknik Sipil/Struktural","Teknik","Teknik",""
"2107","18","Staff Personalia","PT Menjangan Sakti","Full Time","Jakarta Timur","","","","Konsultasi & HR Umum","Konsulting","Sumber Daya Manusia & Perekrutan",""
"2108","18","Data Center Facility Engineer","FARBEN INFORMATION (SINGAPORE) PTE. LTD.","Full Time","Jakarta Raya","","","","Teknik Elektro/Elektronik","Teknik","Teknik",""
"2109","18","Performance Marketing Ads","PT LPR Works Indonesia","Full Time","Jakarta Utara","","","","Pemasaran Digital & Pencarian","Pemasaran","Pemasaran & Komunikasi",""
"2110","18","Accounting (Level Supervisor Up)","PT. TEMAS TBK","Full Time","Jakarta Raya","","","","Akuntansi & Pelaporan Finansial","Akunting","Akuntansi",""
"2111","18","Personal Assistant","AJ Bakery & Cake","Full Time","Jakarta Raya","","","","Asisten Pribadi, Asisten Eksekutif & Sekretarial","Administratif","Administrasi & Dukungan Perkantoran",""
"2112","18","Merchandiser Beauty (GT/MT) Area Jabodetabek","PT FCL INTERNASIONAL INDONESIA","Full Time","Jakarta Raya","","","","Merchandiser","Pemasaran","Ritel & Produk Konsumen","Ritel"
"2113","18","Business Intelligence Senior Analyst","Cermati Fintech Group","Full Time","Jakarta Pusat","","","","Analis Bisnis/Sistem","Analitik","Teknologi Informasi & Komunikasi","Teknologi"
"2114","18","Purchasing alat berat","PT. Bintang Tujuh Lapan","Full Time","Jakarta Raya","","","","Pembelian, Pengadaan & Inventaris","Administratif","Manufaktur, Transportasi & Logistik","Logistik"
"2115","18","Admin Sales","PT. Gudang Gajah Lestari","Full Time","Jakarta Pusat","","","","Administrasi Klien & Penjualan","Administratif","Administrasi & Dukungan Perkantoran",""
"2116","18","Accounting & Finance Intern","Samala Group","Kontrak/Temporer","Jakarta Raya","","","","","","",""
"2117","18","HR Intern","PT Napak Tilas Seni","Kasual","Jakarta Raya","","","","Konsultasi & HR Umum","Konsulting","Sumber Daya Manusia & Perekrutan",""
"2118","18","Planning & Allocation Lead","PT Levi Strauss Indonesia","Full Time","Jakarta Raya","","","","Merchandiser","Pemasaran","Ritel & Produk Konsumen","Ritel"
"2119","18","Sales Operation Assistant (IT Cloud)","PT Adecco Personnel Indonesia","Full Time","Jakarta Raya","12000000.0","15000000.0","13500000.0","Penjualan – Pra & Pasca","Penjualan","Teknologi Informasi & Komunikasi","Teknologi"
"2120","18","IT Operation Staff","ASRI (a subsidiary of Agung Sedayu Group)","Full Time","Jakarta Raya","","","","Operator Komputer","Teknologi Informasi","Teknologi Informasi & Komunikasi","Teknologi"
"2121","18","AI Engineer","PT EVOLUSI TEKNOLOGI SOLUSI","Kontrak/Temporer","Jakarta Pusat","","","","Pengembangan & Produksi Web","Teknologi Informasi","Teknologi Informasi & Komunikasi","Teknologi"
"2122","18","Personal Assistant (FMCG)","Pengiklan Anonim","Full Time","Jakarta Barat","","","","Asisten Pribadi, Asisten Eksekutif & Sekretarial","Administratif","Administrasi & Dukungan Perkantoran",""
"2123","18","MANAGER OPERASIONAL","North Aquatic Center","Full Time","Jakarta Utara","","","","Manajemen","Manajemen","Hospitaliti & Pariwisata","Hospitaliti"
"2124","18","Admin & tele sales","PT Edupac Prima Sukses","Full Time","Jakarta Raya","","","","Penjualan – Outbound","Penjualan","Call Center & Layanan Konsumen","Hubungan Konsumen"
"2125","18","IT MANAGER","Pengiklan Anonim","Kontrak/Temporer","Jakarta Raya","","","","Manajemen","Manajemen","Teknologi Informasi & Komunikasi","Teknologi"
"2126","18","PRODUCT DEVELOPMENT & INNOVATION MANAGER","MAYAPADA HEALTHCARE","Full Time","Jakarta Selatan","","","","Manajemen & Pengembangan Produk","Manajemen","Pemasaran & Komunikasi",""
"2127","18","STAF FINANCE","PT Mega Jaya Sentosa","Full Time","Jakarta Barat","5000000.0","6000000.0","5500000.0","Pegawai/Staf Akuntansi","Akunting","Akuntansi",""
"2128","18","Procurement Manager (Relaxology & Wellness)","Pengiklan Anonim","Full Time","Jakarta Raya","","","","Pembelian, Pengadaan & Inventaris","Administratif","Manufaktur, Transportasi & Logistik","Logistik"
"2129","18","Regional Sales Analyst","SKINTIFIC","Full Time","Jakarta Raya","","","","Pengembangan Bisnis Baru","Penjualan","Penjualan",""
"2130","18","Compensation and Benefit Assistant Manager","PT Indivara Sejahtera Sukses Makmur","Full Time","Jakarta Raya","","","","Remunerasi & Tunjangan","Sumber Daya Manusia","Sumber Daya Manusia & Perekrutan",""
"2131","18","Internal Auditor","PT PUSAT GADAI INDONESIA","Full Time","Jakarta Barat","","","","Audit – Internal","Akunting","Akuntansi",""
"2132","18","Data Analyst","Sancha Artisan Milk Tea","Full Time","Jakarta Raya","4000000.0","5000000.0","4500000.0","Matematika, Statistik & Teknik Informasi","Sains","Sains & Teknologi","Teknologi"
"2133","18","Admin Operations Control - Lebak Bulus","PT Brinks Solutions Indonesia","Kontrak/Temporer","Jakarta Selatan","","","","Asisten Administratif","Administratif","Administrasi & Dukungan Perkantoran",""
"2134","18","Admin Data Analis","Savoria Group","Full Time","Jakarta Raya","5800000.0","7000000.0","6400000.0","Asisten Administratif","Administratif","Administrasi & Dukungan Perkantoran",""
"2135","18","Database Operation Officer","PT Indosopha Sakti","Full Time","Jakarta Selatan","","","","Pengembangan & Administrasi Database","Teknologi Informasi","Teknologi Informasi & Komunikasi","Teknologi"
"2136","18","Brand Manager (Food & Beverage)","PT JCO Donuts & Coffee","Kontrak/Temporer","Jakarta Barat","","","","Manajemen Brand","Manajemen","Pemasaran & Komunikasi",""
"2137","18","Finance Accounting Tax Manager (FAT)","Stanford Teknologi Indonesia","Full Time","Jakarta Pusat","","","","Akuntansi & Pelaporan Finansial","Akunting","Akuntansi",""
"2138","18","EHS Officer – Project & Development Services (Open for Fresh Graduates)","PT Cushman & Wakefield Indonesia","Full Time","Jakarta Raya","","","","Kesehatan, Keamanan & Lingkungan","Kesehatan","Konstruksi","Konstruksi"
"2139","18","Admin Operasional PBM","PT. Indo Shipping Operator","Full Time","Jakarta Utara","","","","Asisten Administratif","Administratif","Administrasi & Dukungan Perkantoran",""
"2140","18","Backend (Golang) Developer","Steradian Data Optima","Full Time","Jakarta Raya","6000000.0","8000000.0","7000000.0","Teknik – Perangkat Lunak","Teknik","Teknologi Informasi & Komunikasi","Teknologi"
"2141","18","Tenant Relation","PT BRIGHT HONEY LADY","Full Time","Jakarta Utara","","","","Penjualan Komersil, Penyewaan & Manajemen Properti","Penjualan","Real Estat & Properti","Properti"
"2142","18","Front End Vue JS Developer","Steradian Data Optima","Full Time","Jakarta Raya","6000000.0","8000000.0","7000000.0","Developer/Programmer","Desain","Teknologi Informasi & Komunikasi","Teknologi"
"2143","18","Assistant Manager Audit","PT Industrial Multi Fan","Full Time","Jakarta Utara","","","","Audit – Internal","Akunting","Akuntansi",""
"2144","18","Asset Management Supervisor","PT AEON Fantasy Indonesia","Full Time","Jakarta Selatan","","","","Manajemen – Area/Multi-lokasi","Manajemen","Ritel & Produk Konsumen","Ritel"
"2145","18","Surveyor","PT Standar Dekorasi Indonesia","Full Time","Jakarta Selatan","","","","Survey","Teknik","Konstruksi","Konstruksi"
"2146","18","Product Manager (ERP)","PT Global Digital Niaga (blibli.com)","Full Time","Jakarta Raya","","","","Manajemen & Pengembangan Produk","Manajemen","Teknologi Informasi & Komunikasi","Teknologi"
"2147","18","Manager, Fit, Technical Support & Last（Footwear Industry only)","Deckers International HK Limited","Full Time","Jakarta Raya","30000000.0","40000000.0","35000000.0","Lainnya","Lainnya","Manufaktur, Transportasi & Logistik","Logistik"
"2148","18","Finance & Payment Verification Assistant Manager","PT Asuransi Jiwa BCA","Full Time","Jakarta Pusat","","","","","","",""
"2149","18","Management Trainee for Diamond Jewelry (Factory)","PT Central Mega Kencana","Full Time","Jakarta Timur","","","","Manajemen","Manajemen","Manufaktur, Transportasi & Logistik","Logistik"
"2150","18","Administration Staff","Satukata","Full Time","Jakarta Selatan","","","","Asisten Administratif","Administratif","Administrasi & Dukungan Perkantoran",""
"2151","18","DIGITAL AND  E-COMMERCE SPECIALIST","PT Fabindo Sejahtera","Full Time","Jakarta Barat","","","","Pemasaran Digital & Pencarian","Pemasaran","Pemasaran & Komunikasi",""
"2152","18","Assistant Manager HRGA","PT. Asindo Berkat Sentosa (SEC Bowl)","Full Time","Jakarta Selatan","","","","Konsultasi & HR Umum","Konsulting","Sumber Daya Manusia & Perekrutan",""
"2153","18","Restaurant Manager","Pasti Food Indonesia","Full Time","Jakarta Raya","","","","Manajemen","Manajemen","Hospitaliti & Pariwisata","Hospitaliti"
"2154","18","SAP BASIS","Korindo Group","Full Time","Jakarta Selatan","","","","Administrasi Jaringan & Sistem","Teknologi Informasi","Teknologi Informasi & Komunikasi","Teknologi"
"2155","18","Fashion Product Development - Merchandiser (Shapewear, Intimates, Basics)","SCULPT SHAPEWEAR","Full Time","Jakarta Utara","7000000.0","8500000.0","7750000.0","Merchandiser","Pemasaran","Ritel & Produk Konsumen","Ritel"
"2156","18","Java Spring Boot Developer","PT 360 TEKNOLOGI INDONESIA","Kontrak/Temporer","Jakarta Utara","","","","Developer/Programmer","Desain","Teknologi Informasi & Komunikasi","Teknologi"
"2157","18","Finance and Accounting Staff","Indonesia Internasional Institute for Life Sciences","Full Time","Jakarta Barat","","","","Akuntansi & Pelaporan Finansial","Akunting","Akuntansi",""
"2158","18","Legal & Compliance Officer","PT Media Indonusa (Jakarta)","Full Time","Jakarta Pusat","","","","Hukum Korporasi & Komersil","Sumber Daya Manusia","Hukum","Hukum"
"2159","18","IT Data Management Specialist","PT Bussan Auto Finance (BAF)","Full Time","Jakarta Raya","","","","Pengembangan & Administrasi Database","Teknologi Informasi","Teknologi Informasi & Komunikasi","Teknologi"
"2160","18","IT Portfolio & Asset Management Staff","PT Bussan Auto Finance (BAF)","Full Time","Jakarta Raya","","","","Manajemen","Manajemen","Teknologi Informasi & Komunikasi","Teknologi"
"2161","18","MIS MANAGER","Pengiklan Anonim","Full Time","Jakarta Raya","","","","Manajemen","Manajemen","Teknologi Informasi & Komunikasi","Teknologi"
"2162","18","Internal Auditor","PT Klikcair Magga Jaya","Full Time","Jakarta Barat","","","","Lainnya","Lainnya","Perbankan & Layanan Finansial","Perbankan"
"2163","18","Purchasing Staff  - Government Project IT Company","Pengiklan Anonim","Full Time","Jakarta Selatan","","","","Pembelian, Pengadaan & Inventaris","Administratif","Manufaktur, Transportasi & Logistik","Logistik"
"2164","18","Supervisor Accounting","PT Duta Agro Makmur Indah","Full Time","Jakarta Utara","","","","Akuntansi & Pelaporan Finansial","Akunting","Akuntansi",""
"2165","18","Desk Collection (Astra Credit Companies)","PT Mitra Berkat Abadi","Kontrak/Temporer","Jakarta Selatan","","","","Penjualan – Outbound","Penjualan","Call Center & Layanan Konsumen","Hubungan Konsumen"
"2166","18","Project Manager","PT Intikom Berlian Mustika - Talent Acquisition","Kontrak/Temporer","Jakarta Raya","","","","Manajemen Program & Proyek","Manajemen","Teknologi Informasi & Komunikasi","Teknologi"
"2167","18","Accounting Reporting & Consolidation Officer (Temporary Maternity Leave)","PT Anabatic Technologies","Kontrak/Temporer","Jakarta Selatan","","","","Akuntansi & Pelaporan Finansial","Akunting","Akuntansi",""
"2168","18","HR OPERATION INTERN","Revass Utama Medika PT","Kasual","Jakarta Timur","","","","Perangkat Farmasi & Medis","Sains","Kesehatan & Medis","Kesehatan"
"2169","18","Telesales Agent (B2B)","Cartrack Technologies Indonesia","Full Time","Jakarta Selatan","","","","Penjualan – Outbound","Penjualan","Call Center & Layanan Konsumen","Hubungan Konsumen"
"2170","18","Manager Pricing / Costing International Freight Forwarding","PT Kamadjaja Logistics","Full Time","Jakarta Utara","","","","Impor/Ekspor & Pabean","Hukum","Manufaktur, Transportasi & Logistik","Logistik"
"2171","18","Financial Planning Analyst","Kawan Lama Group","Full Time","Jakarta Raya","","","","Analisis & Pelaporan","Analitik","Akuntansi",""
"2172","18","Demand Planning Manager","Kawan Lama Group","Full Time","Jakarta Raya","","","","Analisis & Pelaporan","Analitik","Manufaktur, Transportasi & Logistik","Logistik"
"2173","18","Corporate Strategy (FP&A) Specialist","IDN Media","Full Time","Jakarta Raya","","","","Akuntansi Manajemen & Anggaran","Akunting","Akuntansi",""
"2174","18","Senior Internal Audit","Kurnia Ciptamoda Gemilang","Full Time","Jakarta Selatan","","","","Audit – Internal","Akunting","Akuntansi",""
"2175","18","Online Sales/ E-commerce Administrative Staff","PT Global Jet Express","Full Time","Jakarta Utara","","","","Pemasaran Digital & Pencarian","Pemasaran","Pemasaran & Komunikasi",""
"2176","18","Data Entry (Intern)","PT Prima Audio Indonesia","Full Time","Jakarta Utara","","","","Entri Data & Pengolahan Kata","Administratif","Administrasi & Dukungan Perkantoran",""
"2177","18","SAP BASIS","PT Platinumetrix Global Inovasi","Full Time","Jakarta Raya","","","","Konsultan","Konsulting","Teknologi Informasi & Komunikasi","Teknologi"
"2178","18","Talent Acquisition Specialist","Massindo Group","Full Time","Jakarta Barat","","","","Perekrutan – Internal","Sumber Daya Manusia","Sumber Daya Manusia & Perekrutan",""
"2179","18","Drafter Engineering","PT Antikaraya Niaganusa","Full Time","Jakarta Timur","","","","Drafting Teknik","Teknik","Teknik",""
"2180","18","Dokter","Klinik Amanda","Full Time","Jakarta Barat","8000000.0","12000000.0","10000000.0","","","",""
"2181","18","Payroll Supervisor","Indofood Group","Full Time","Jakarta Selatan","","","","Penggajian","Sumber Daya Manusia","Akuntansi",""
"2182","18","HR GA Administration (MCAI)","PT Dipo Star Finance","Full Time","Jakarta Pusat","5730000.0","8250000.0","6990000.0","Asisten Administratif","Administratif","Administrasi & Dukungan Perkantoran",""
"2183","18","Staff Administrasi","PT Budi Texindo Prakarsa (Banten)","Full Time","Jakarta Barat","","","","Asisten Administratif","Administratif","Administrasi & Dukungan Perkantoran",""
"2184","18","Payroll Staff","PT Triputra Agro Persada","Full Time","Jakarta Selatan","","","","Penggajian","Sumber Daya Manusia","Akuntansi",""
"2185","18","Data Entry","PT Artha Mulia Trijaya","Full Time","Jakarta Pusat","","","","Entri Data & Pengolahan Kata","Administratif","Administrasi & Dukungan Perkantoran",""
"2186","18","Junior E-commerce Optimizer","PT PMA Bluemedia Indonesia","Full Time","Jakarta Selatan","","","","Pemasaran Digital & Pencarian","Pemasaran","Pemasaran & Komunikasi",""
"2187","18","招聘主管/专员","PT. Huaneng New Material","Full Time","Jakarta Raya","","","","Remunerasi & Tunjangan","Sumber Daya Manusia","Sumber Daya Manusia & Perekrutan",""
"2188","18","FINANCE (MANDARIN SPEAKER)","PT. Sumber Teknik Konstruksi","Full Time","Jakarta Utara","10000000.0","15000000.0","12500000.0","Akuntansi & Pelaporan Finansial","Akunting","Akuntansi",""
"2189","18","Finance Executive","RELX International Enterprise HK Limited","Full Time","Jakarta Raya","","","","Akuntansi & Pelaporan Finansial","Akunting","Akuntansi",""
"2190","18","Trade Marketing Assistant Manager","Kanmo Group","Full Time","Jakarta Raya","","","","Manajemen Brand","Manajemen","Pemasaran & Komunikasi",""
"2191","18","Visual Merchandising Executive (Cole Haan)","Kanmo Group","Full Time","Jakarta Raya","","","","Merchandiser","Pemasaran","Ritel & Produk Konsumen","Ritel"
"2192","18","Project Development Staff","PT Global Indonesia Asia Sejahtera","Full Time","Jakarta Utara","","","","Pengembangan Bisnis Baru","Penjualan","Penjualan",""
"2193","18","Site Engineer Proyek","DELTACO","Full Time","Jakarta Raya","","","","Teknik Sipil/Struktural","Teknik","Teknik",""
"2194","18","Resepsionis","Cosmo Padel","Full Time","Jakarta Barat","","","","Resepsionis","Administratif","Administrasi & Dukungan Perkantoran",""
"2195","18","IT Manager","PT Fiwi Lestari Internasional (Avia Tour)","Full Time","Jakarta Pusat","","","","Manajemen","Manajemen","Teknologi Informasi & Komunikasi","Teknologi"
"2196","18","Procurement Staff","SOECHI GROUP","Full Time","Jakarta Raya","","","","Pembelian, Pengadaan & Inventaris","Administratif","Manufaktur, Transportasi & Logistik","Logistik"
"2197","18","Pre Diagnostic Data Energi Management","PT Permata Karya Jasa","Kontrak/Temporer","Jakarta Raya","6000000.0","6400000.0","6200000.0","Jasa Otomotif","Administratif","Keterampilan & Jasa","Jasa"
"2198","18","IT Project Manager","PT Swadharma Duta Data","Full Time","Jakarta Raya","","","","Manajemen Program & Proyek","Manajemen","Teknologi Informasi & Komunikasi","Teknologi"
"2199","18","Supply Chain (Mandarin Speaker)","PT OASE TEKNOLOGI ASIA","Full Time","Jakarta Utara","","","","Pembelian, Pengadaan & Inventaris","Administratif","Manufaktur, Transportasi & Logistik","Logistik"
"2200","18","Payroll - SPX Express","Shopee Internasional Indonesia","Full Time","Jakarta Raya","","","","Remunerasi & Tunjangan","Sumber Daya Manusia","Sumber Daya Manusia & Perekrutan",""
"2201","18","SENIOR IT PROJECT MANAGER","PT Ikonsultan Inovatama","Kontrak/Temporer","Jakarta Raya","","","","Lainnya","Lainnya","Teknologi Informasi & Komunikasi","Teknologi"
"2202","18","Data Entry","PT Angkutan Utama Perkasa","Full Time","Jakarta Utara","","","","Asisten Ritel","Penjualan","Ritel & Produk Konsumen","Ritel"
"2203","18","Warehouse Supervisor","PT MAJU ASIA RAYA","Full Time","Jakarta Pusat","","","","Pergudangan, Penyimpanan & Distribusi","Logistik","Manufaktur, Transportasi & Logistik","Logistik"
"2204","18","Junior Service Planner","PT Essei Perbama","Kontrak/Temporer","Jakarta Raya","","","","Pemeliharaan","Teknik","Teknik",""
"2205","18","STAFF DOCUMENT PPJK","PT. MITRA LOGISTIK KEPABEANAN","Full Time","Jakarta Barat","","","","Pengapalan/Pengurusan Transportasi","Logistik","Manufaktur, Transportasi & Logistik","Logistik"
"2206","19","Project Delivery Manager - Data Center/IT Infrastructure","PT Trust Recruit Indonesia","Full Time","Jakarta Raya","","","","Manajemen Proyek","Manajemen","Konstruksi","Konstruksi"
"2207","19","Spv. Supply Chain Management","PT Mastratech Indonesia","Kontrak/Temporer","Jakarta Selatan","","","","Pembelian, Pengadaan & Inventaris","Administratif","Manufaktur, Transportasi & Logistik","Logistik"
"2208","19","HR Payroll Specialist","Fresh Factory","Full Time","Jakarta Selatan","","","","Konsultasi & HR Umum","Konsulting","Sumber Daya Manusia & Perekrutan",""
"2209","19","Sales Manager Alcoholic / Non-Alcoholic (For Non Alcohol Business)","PT Pantja Artha Niaga","Full Time","Jakarta Timur","","","","Pengembangan Bisnis Baru","Penjualan","Penjualan",""
"2210","19","ADMINISTRASI MERCHANT","PT Sinar Jernih Suksesindo","Kontrak/Temporer","Jakarta Selatan","","","","Asisten Administratif","Administratif","Administrasi & Dukungan Perkantoran",""
"2211","19","Ads Specialist","PT Triyakom","Full Time","Jakarta Selatan","7000000.0","9000000.0","8000000.0","Manajemen Akun Agensi","Manajemen","Periklanan, Seni & Media","Media"
"2212","19","Accounting Staff","PT Selaras Multi Cipta","Full Time","Jakarta Selatan","","","","","","",""
"2213","19","Telemarketing","Cermati Fintech Group","Kontrak/Temporer","Jakarta Raya","","","","Broker","Pemasaran","Asuransi & Dana Pensiun","Asuransi"
"2214","19","Logistics EDI Staff","Pengiklan Anonim","Full Time","Jakarta Utara","","","","Pengapalan/Pengurusan Transportasi","Logistik","Manufaktur, Transportasi & Logistik","Logistik"
"2215","19","Portfolio Revenue Analyst","IHG Hotels & Resorts","Full Time","Jarak jauh","","","","Lainnya","Lainnya","Hospitaliti & Pariwisata","Hospitaliti"
"2216","19","IT Security Analyst","PT Swadharma Duta Data","Full Time","Jakarta Raya","","","","Keamanan","Teknologi Informasi","Teknologi Informasi & Komunikasi","Teknologi"
"2217","19","Senior Staff / SPV Finance, Accounting & Tax  (FAT)","Pengiklan Anonim","Full Time","Jakarta Selatan","","","","Akuntansi & Pelaporan Finansial","Akunting","Akuntansi",""
"2218","20","Finance Staff","PT GLOBAL DISTRIBUTION PARTNER","Full Time","Jakarta Utara","","","","Akuntansi & Pelaporan Finansial","Akunting","Akuntansi",""
"2219","20","Export Import Staff","Pengiklan Anonim","Full Time","Jakarta Selatan","","","","Impor/Ekspor & Pabean","Hukum","Manufaktur, Transportasi & Logistik","Logistik"
"2220","20","Data Analyst Internship","PT Pantja Artha Niaga","Full Time","Jakarta Selatan","","","","Analisis & Pelaporan","Analitik","Perbankan & Layanan Finansial","Perbankan"
"2221","20","Finance & Accounting","PT Infonet Mitra Sejati","Full Time","Jakarta Utara","5500000.0","6000000.0","5750000.0","Akuntansi & Pelaporan Finansial","Akunting","Akuntansi",""
"2222","20","Receptionist","PT Nico Urban Indonesia","Full Time","Jakarta Barat","","","","Resepsionis","Administratif","Administrasi & Dukungan Perkantoran",""
"2223","20","Verifikator Motorcycle - Branch Jakarta Selatan 3","PT. BFI FINANCE INDONESIA, Tbk","Full Time","Jakarta Timur","","","","Cicilan","Analitik","Perbankan & Layanan Finansial","Perbankan"
"2224","20","Marketing Manager – Indonesia (Pharmaceutical & Nutraceuticals)","Mataram Consultancy","Full Time","Jakarta Raya","","","","Perangkat Farmasi & Medis","Sains","Kesehatan & Medis","Kesehatan"
"2225","20","Accounting and Tax Staff","PT Redbuzz Mediatama","Kontrak/Temporer","Jakarta Barat","","","","Akuntansi & Pelaporan Finansial","Akunting","Akuntansi",""
"2226","20","IT Staff (Network & Hardware Support)","Pengiklan Anonim","Full Time","Jakarta Pusat","","","","Administrasi Jaringan & Sistem","Teknologi Informasi","Teknologi Informasi & Komunikasi","Teknologi"
"2227","20","Technical Writer","PT Swadharma Duta Data","Full Time","Jakarta Raya","","","","Penulisan Teknis","Teknik","Teknologi Informasi & Komunikasi","Teknologi"
"2228","20","Finance (Accounting)","Pengiklan Anonim","Full Time","Jakarta Utara","","","","Akuntansi & Pelaporan Finansial","Akunting","Akuntansi",""
"2229","20","Asisten Sales","PT. SURGINDO ALKES MEDIKA","Full Time","Jakarta Selatan","","","","Administrasi Klien & Penjualan","Administratif","Administrasi & Dukungan Perkantoran",""
"2230","20","Staff Operasional","PT Karya Pacific Shipping","Full Time","Jakarta Barat","","","","Manajemen Armada","Manajemen","Manufaktur, Transportasi & Logistik","Logistik"
"2231","20","ADMIN GUDANG","PT Dinamis Artha Sukses","Full Time","Jakarta Timur","","","","Pergudangan, Penyimpanan & Distribusi","Logistik","Manufaktur, Transportasi & Logistik","Logistik"
